Mapped_GCK,Sales_EUR,date
#4,115674.39,2020-11-13
#4,0.0,2020-11-11
#5,0.0,2020-11-27
#5,0.0,2020-11-09
#3,0.0,2020-11-09
#3,0.0,2020-11-17
#8,18853.96,2020-11-23
#20,2844.7,2020-11-30
#1,0.0,2021-12-29
#1,8966.8,2021-12-30
#36,1460.76,2020-11-20
#36,0.0,2020-11-02
#5,0.0,2020-11-29
#36,0.0,2020-11-06
#36,1043.28,2020-11-26
#20,0.0,2020-03-19
#20,249.0,2020-03-13
#1,162527.515,2021-12-31
#12,133185.89,2020-03-13
#13,0.0,2020-03-04
#9,0.0,2020-03-03
#12,0.0,2020-03-20
#13,406.25,2020-03-24
#9,375.0,2020-03-20
#8,0.0,2020-03-10
#8,0.0,2020-03-23
#8,0.0,2020-03-05
#8,0.0,2020-03-17
#5,0.0,2020-03-22
#16,44755.45,2020-07-09
#16,86283.87,2020-07-10
#16,21600.0,2020-07-14
#36,0.0,2020-07-29
#36,0.0,2020-07-21
#36,2741.6,2020-07-31
#11,0.0,2020-07-23
#11,0.0,2020-07-14
#5,226131.67,2020-07-10
#3,4387846.85,2020-07-29
#6,0.0,2020-07-22
#6,0.0,2020-07-14
#6,0.0,2020-07-07
#6,235588.12,2020-07-29
#4,0.0,2020-07-21
#4,0.0,2020-07-20
#4,0.0,2020-07-03
#4,0.0,2020-07-30
#3,0.0,2020-07-14
#1,33522465.59,2022-01-01
#1,0.0,2022-01-02
#3,1437591.61,2020-07-10
#12,0.0,2020-07-06
#12,0.0,2020-07-14
#12,0.0,2020-07-02
#3,0.0,2020-07-25
#1,0.0,2022-01-03
#1,-90102.6,2022-01-04
#1,2279.79,2022-01-05
#1,0.0,2022-01-06
#9,0.0,2020-07-08
#13,1100.1,2020-07-10
#12,0.0,2020-07-22
#12,34739.0,2020-07-10
#13,0.0,2020-07-06
#13,4050.0,2020-07-31
#14,0.0,2020-07-24
#36,0.0,2020-07-27
#36,0.0,2020-05-07
#36,5228.02,2020-05-15
#11,0.0,2020-05-26
#11,0.0,2020-05-19
#36,2846.2,2020-05-27
#4,0.0,2020-05-20
#5,1953595.91,2020-05-29
#8,154011.13,2020-05-27
#5,1609220.68,2020-05-15
#3,0.0,2020-05-25
#20,390.0,2020-05-15
#1,0.0,2022-01-07
#1,0.0,2022-01-08
#1,0.0,2022-01-10
#12,20863.5,2020-05-15
#12,0.0,2020-05-12
#13,0.0,2020-05-27
#8,325300.99,2020-05-29
#16,0.0,2019-08-27
#16,77889.3,2019-08-22
#16,0.0,2019-08-30
#11,0.0,2019-08-08
#11,0.0,2019-08-21
#6,-5720.89,2019-08-09
#6,0.0,2019-08-02
#4,74784.69,2019-08-28
#4,0.0,2019-08-08
#4,0.0,2019-08-07
#5,0.0,2019-08-08
#3,0.0,2019-08-08
#1,0.0,2022-01-11
#1,0.0,2022-01-12
#1,0.0,2022-01-13
#1,1620963.78,2022-01-14
#1,0.0,2022-01-15
#1,0.0,2022-01-17
#1,0.0,2022-01-18
#9,0.0,2019-08-29
#9,0.0,2019-08-14
#12,0.0,2019-08-21
#13,0.0,2019-08-05
#1,0.0,2022-01-19
#8,0.0,2019-06-05
#8,121931.55,2019-06-26
#6,0.0,2019-06-12
#36,0.0,2019-06-25
#16,42999.36,2019-05-28
#16,0.0,2019-05-09
#16,4993.8,2019-05-13
#16,0.0,2019-05-08
#11,0.0,2019-05-29
#11,215820.0,2019-05-23
#6,0.0,2019-05-21
#6,49296.03,2019-05-23
#6,0.0,2019-05-07
#6,0.0,2019-05-20
#4,51979.9,2019-05-23
#4,0.0,2019-05-29
#4,30846.35,2019-05-10
#4,0.0,2019-05-24
#3,129611.85,2019-05-31
#3,3580134.44,2019-05-28
#3,0.0,2019-05-22
#1,0.0,2022-01-20
#1,533545.44,2022-01-21
#1,0.0,2022-01-22
#12,0.0,2019-05-21
#12,0.0,2019-05-03
#1,0.0,2022-01-23
#9,0.0,2019-05-03
#9,0.0,2019-05-17
#14,16200.0,2019-05-28
#12,0.0,2019-05-07
#20,0.0,2019-05-10
#12,0.0,2019-05-08
#14,1620.0,2019-05-10
#13,1292.0,2019-05-17
#13,0.0,2019-05-02
#8,0.0,2019-05-07
#8,0.0,2019-05-06
#16,0.0,2019-03-26
#16,0.0,2019-04-01
#36,0.0,2019-03-25
#6,57826.19,2019-03-15
#6,0.0,2019-03-12
#6,9842.65,2019-03-08
#6,0.0,2019-03-13
#5,0.0,2019-03-28
#8,78021.4,2019-03-22
#3,3501889.41,2019-03-22
#3,1018544.58,2019-03-08
#3,0.0,2019-03-21
#3,0.0,2019-03-18
#1,153074.86,2022-01-24
#1,0.0,2022-01-25
#1,0.0,2022-01-26
#12,21813.27,2019-04-01
#12,0.0,2019-03-27
#12,0.0,2019-03-06
#13,0.0,2019-03-13
#14,7535.25,2019-03-29
#9,0.0,2019-04-03
#8,181744.52,2019-03-27
#8,136126.81,2019-03-29
#36,0.0,2019-03-06
#8,0.0,2019-03-09
#9,0.0,2019-08-27
#8,28016.5,2019-08-30
#8,147813.81,2019-08-16
#8,0.0,2019-08-22
#36,0.0,2019-08-13
#36,291.0,2019-08-09
#36,0.0,2019-08-27
#1,1391550.31,2022-01-27
#1,0.0,2022-01-28
#1,0.0,2022-01-29
#1,91542.76000000001,2022-01-31
#1,32492828.27,2022-02-01
#1,-61910.64,2022-02-02
#1,0.0,2022-02-03
#1,0.0,2022-02-04
#1,0.0,2022-02-05
#1,0.0,2022-02-07
#1,0.0,2022-02-08
#1,0.0,2022-02-09
#1,0.0,2022-02-10
#1,1089528.53,2022-02-11
#1,0.0,2022-02-12
#12,0.0,2021-12-16
#11,0.0,2021-12-18
#3,4520489.73,2021-12-22
#4,-733.07,2021-12-02
#3,0.0,2021-12-20
#3,0.0,2021-12-07
#3,162527.515,2021-12-31
#3,0.0,2021-12-21
#16,0.0,2021-07-01
#4,-1200.0,2021-04-12
#1,0.0,2022-02-14
#1,0.0,2022-02-15
#1,0.0,2022-02-16
#16,29760.0,2021-12-03
#1,0.0,2022-02-17
#1,1333550.52,2022-02-18
#1,0.0,2022-02-19
#1,346853.85,2022-02-21
#3,3554270.54,2021-12-10
#11,1639012.71,2021-12-10
#5,0.0,2021-12-20
#6,0.0,2021-12-09
#6,10311.25,2021-12-10
#4,0.0,2021-12-06
#4,6370.51,2021-12-28
#5,-4010.49,2021-12-01
#3,0.0,2021-12-03
#3,-450.0,2021-12-27
#16,289.12,2021-05-03
#16,34355.33,2021-04-19
#16,0.0,2021-04-07
#5,3711356.35,2021-04-28
#36,204800.55,2021-04-30
#11,0.0,2021-04-19
#6,0.0,2021-04-22
#6,0.0,2021-04-06
#4,0.0,2021-04-22
#4,-1283.39,2021-04-01
#3,3028787.81,2021-04-23
#3,0.0,2021-04-20
#3,0.0,2021-04-09
#3,0.0,2021-04-02
#8,373893.23,2021-04-28
#20,0.0,2021-04-12
#8,0.0,2021-04-15
#1,0.0,2022-02-22
#1,0.0,2022-02-23
#1,947327.33,2022-02-24
#16,29916.49,2021-12-08
#16,0.0,2021-04-13
#9,838.96,2021-04-23
#1,0.0,2022-02-25
#1,0.0,2022-02-26
#1,0.0,2022-02-27
#1,115905.15,2022-02-28
#12,4376.82,2022-03-01
#1,33406102.21,2022-03-01
#5,0.0,2022-03-02
#11,450805.0,2022-02-21
#11,0.0,2022-02-17
#11,0.0,2022-02-10
#11,0.0,2022-03-01
#11,0.0,2022-02-14
#36,5155.0,2022-02-24
#16,1752.6,2022-02-18
#16,380.88,2022-02-16
#4,104457.2,2022-02-28
#4,0.0,2022-02-23
#4,0.0,2022-02-03
#5,-18320.0,2022-02-25
#3,0.0,2022-02-23
#3,0.0,2022-02-07
#13,0.0,2022-02-14
#13,7200.0,2022-02-21
#8,189762.46,2022-02-18
#12,0.0,2022-02-14
#8,0.0,2022-02-15
#1,-3677.25,2022-03-02
#1,0.0,2022-03-03
#1,0.0,2022-03-04
#1,0.0,2022-03-05
#1,0.0,2022-03-06
#1,0.0,2022-03-07
#4,-428.74,2022-03-02
#12,122307.3,2022-02-28
#1,0.0,2022-03-08
#11,0.0,2021-08-17
#11,304507.17,2021-08-13
#11,0.0,2021-08-09
#11,0.0,2021-08-16
#11,0.0,2021-08-26
#3,1887421.65,2021-08-27
#5,0.0,2021-08-26
#5,473012.14,2021-08-20
#5,0.0,2021-08-19
#3,0.0,2021-08-26
#1,0.0,2022-03-09
#1,0.0,2022-03-10
#1,1471812.2,2022-03-11
#1,0.0,2022-03-12
#1,0.0,2022-03-14
#1,0.0,2022-03-15
#9,0.0,2021-08-10
#13,0.0,2021-08-18
#14,0.0,2021-08-29
#6,0.0,2021-08-19
#8,168779.86,2021-08-27
#8,0.0,2021-08-30
#20,0.0,2021-09-02
#1,0.0,2022-03-16
#1,0.0,2022-03-17
#5,177952.39,2022-04-08
#3,0.0,2022-04-26
#3,0.0,2022-04-13
#3,0.0,2022-04-18
#1,995565.35,2022-03-18
#1,0.0,2022-03-19
#1,0.0,2022-03-20
#1,0.0,2022-03-21
#1,0.0,2022-03-22
#20,3927.93,2022-04-15
#8,0.0,2022-04-04
#8,293819.05,2022-04-22
#5,0.0,2022-04-06
#8,0.0,2022-04-06
#5,0.0,2022-04-14
#20,0.0,2022-04-20
#11,853863.0,2022-01-31
#11,853863.0,2022-01-27
#11,0.0,2022-01-26
#5,362348.73,2022-01-21
#5,2918480.84,2022-01-27
#6,0.0,2022-01-26
#6,0.0,2022-01-05
#6,0.0,2022-01-28
#4,0.0,2022-01-17
#4,46317.19,2022-01-24
#4,0.0,2022-01-05
#5,0.0,2022-01-06
#5,0.0,2022-01-07
#3,0.0,2022-01-25
#3,0.0,2022-01-17
#1,0.0,2022-03-23
#1,1442087.71,2022-03-24
#1,0.0,2022-03-25
#9,1060.0,2022-01-31
#13,15472.91,2022-01-31
#13,738.0,2022-04-29
#14,0.0,2022-01-26
#14,1410.0,2022-01-14
#16,0.0,2021-09-15
#5,2677295.3,2021-09-28
#5,0.0,2021-09-06
#5,6743843.81,2021-09-23
#36,20157.9,2021-09-23
#11,197543.565,2021-09-30
#11,0.0,2021-09-22
#16,0.0,2021-10-04
#16,6020.0,2021-10-01
#5,1157244.15,2021-09-13
#6,0.0,2021-09-09
#4,0.0,2021-09-07
#4,0.0,2021-09-08
#5,0.0,2021-09-29
#5,0.0,2021-09-27
#5,0.0,2021-09-16
#3,0.0,2021-09-22
#5,0.0,2021-09-21
#5,0.0,2021-09-03
#12,159909.22,2021-09-23
#3,0.0,2021-09-26
#3,0.0,2021-10-01
#1,0.0,2022-03-26
#1,0.0,2022-03-28
#12,0.0,2021-09-07
#1,2197594.4,2022-03-29
#1,0.0,2022-03-30
#12,0.0,2021-04-22
#14,0.0,2021-04-14
#8,64658.53,2021-04-23
#12,7134.75,2021-04-01
#36,0.0,2021-04-29
#9,12645.0,2021-04-30
#14,0.0,2021-04-27
#8,0.0,2021-04-19
#36,46034.0,2021-04-23
#20,0.0,2021-04-09
#16,20327.1,2020-03-12
#16,7265.0,2020-03-26
#16,7600.0,2020-03-27
#11,0.0,2020-03-10
#5,0.0,2020-03-02
#5,0.0,2020-03-12
#5,0.0,2020-03-11
#6,0.0,2020-03-23
#4,51613.64,2020-03-13
#4,0.0,2020-03-17
#4,0.0,2020-03-05
#4,-254.23,2020-04-02
#4,0.0,2020-03-25
#4,0.0,2020-03-12
#5,0.0,2020-03-18
#3,3711374.86,2020-03-13
#5,0.0,2020-03-19
#3,0.0,2020-03-03
#1,132513.0,2022-03-31
#36,7892.4,2020-02-14
#11,10380.0,2020-02-14
#11,0.0,2020-02-17
#11,0.0,2020-02-28
#16,0.0,2020-02-12
#16,3671.14,2020-02-26
#16,0.0,2020-02-06
#5,0.0,2020-02-25
#6,0.0,2020-02-26
#6,574283.94,2020-02-28
#6,0.0,2020-02-19
#4,83584.87,2020-02-21
#4,0.0,2020-02-10
#3,0.0,2020-02-13
#3,0.0,2020-02-19
#1,35469756.27,2022-04-01
#12,129138.1,2020-02-14
#1,0.0,2022-04-02
#1,-82992.79,2022-04-04
#14,4150.0,2020-02-14
#12,0.0,2020-02-05
#12,21883.1,2020-02-03
#13,0.0,2020-02-24
#12,0.0,2020-02-19
#8,0.0,2020-02-25
#8,0.0,2020-02-05
#16,0.0,2019-04-09
#16,9250.0,2019-04-15
#16,0.0,2019-04-02
#6,0.0,2019-04-25
#6,2407.0,2019-04-26
#36,2333.6,2019-04-30
#4,0.0,2019-04-11
#4,154140.44,2019-04-12
#4,0.0,2019-04-15
#4,0.0,2019-04-10
#5,0.0,2019-04-29
#3,0.0,2019-04-05
#3,0.0,2019-04-11
#1,0.0,2022-04-05
#1,0.0,2022-04-06
#1,0.0,2022-04-07
#12,0.0,2019-04-26
#12,0.0,2019-04-17
#20,452.76,2019-04-12
#9,0.0,2019-05-04
#12,0.0,2019-04-11
#13,0.0,2019-04-08
#20,527.0,2019-04-23
#13,0.0,2019-05-04
#3,0.0,2020-02-24
#9,0.0,2020-02-03
#1,1532634.67,2022-04-08
#1,0.0,2022-04-09
#20,0.0,2019-04-04
#16,0.0,2021-03-16
#36,0.0,2021-03-05
#5,43791.62,2021-03-03
#11,818924.38,2021-03-31
#11,354201.0,2021-03-12
#11,0.0,2021-03-03
#11,0.0,2021-03-18
#11,0.0,2021-03-16
#16,0.0,2021-03-03
#6,0.0,2021-03-04
#6,0.0,2021-03-10
#6,0.0,2021-03-11
#6,0.0,2021-03-02
#6,0.0,2021-03-17
#6,0.0,2021-03-26
#4,95999.83,2021-03-19
#4,0.0,2021-03-04
#5,-43791.62,2021-03-02
#5,-253.61,2021-03-05
#9,0.0,2021-03-03
#1,0.0,2022-04-11
#12,131840.11,2021-03-12
#12,0.0,2021-03-08
#12,0.0,2021-03-02
#13,11768.16,2021-03-12
#14,4908.4,2021-03-12
#9,0.0,2021-03-09
#5,0.0,2021-06-29
#11,0.0,2021-06-07
#6,4326.4,2021-06-23
#6,0.0,2021-06-16
#4,-1513.09,2021-07-02
#4,0.0,2021-06-15
#5,0.0,2021-06-08
#5,0.0,2021-06-10
#5,0.0,2021-06-21
#3,3983015.17,2021-06-28
#3,0.0,2021-06-26
#1,0.0,2022-04-12
#1,0.0,2022-04-13
#1,0.0,2022-04-14
#1,1440272.67,2022-04-15
#1,0.0,2022-04-16
#12,113311.62,2021-06-30
#9,1175.0,2021-06-18
#14,5366.9,2021-06-28
#12,0.0,2021-06-14
#12,0.0,2021-06-21
#12,39591.0,2021-06-18
#20,0.0,2021-06-20
#12,0.0,2021-06-09
#13,0.02,2021-06-28
#13,0.0,2021-06-02
#12,0.0,2021-06-25
#20,1137.6,2021-06-30
#14,2900.0,2021-06-11
#8,317575.26,2021-06-23
#8,51654.74,2021-06-11
#8,0.0,2021-06-07
#8,0.0,2021-06-16
#8,0.0,2021-06-15
#11,0.0,2021-06-04
#1,0.0,2022-04-18
#1,0.0,2022-04-19
#9,0.0,2022-03-23
#11,901891.8,2022-03-18
#11,0.0,2022-03-25
#6,0.0,2022-03-23
#6,0.0,2022-03-10
#4,0.0,2022-03-10
#4,86207.75,2022-03-18
#5,0.0,2022-03-23
#5,0.0,2022-03-21
#3,0.0,2022-03-15
#3,0.0,2022-03-03
#5,0.0,2022-03-19
#3,0.0,2022-03-28
#8,0.0,2022-03-10
#3,0.0,2022-03-20
#14,0.0,2022-03-06
#12,58751.0,2022-03-24
#8,0.0,2022-03-17
#8,382848.49,2022-03-24
#8,0.0,2022-03-08
#8,0.0,2022-03-28
#8,0.0,2022-03-22
#1,0.0,2022-04-20
#1,0.0,2022-04-21
#1,1047080.59,2022-04-22
#1,0.0,2022-04-23
#1,0.0,2022-04-24
#16,0.0,2020-01-02
#16,0.0,2019-07-23
#16,50970.0,2019-07-25
#5,0.0,2019-07-26
#16,19673.5,2019-07-19
#6,63829.37,2019-07-24
#6,0.0,2019-07-25
#5,0.0,2019-07-09
#4,0.0,2019-07-09
#4,0.0,2019-08-01
#5,0.0,2019-07-23
#3,0.0,2019-07-23
#5,0.0,2019-07-20
#3,0.0,2019-07-08
#1,0.0,2022-04-25
#1,0.0,2022-04-26
#1,954169.29,2022-04-27
#14,0.0,2019-07-17
#9,1500.0,2019-07-29
#9,266.4,2019-07-12
#12,0.0,2019-07-26
#8,0.0,2019-07-18
#16,0.0,2019-07-16
#16,0.0,2019-12-12
#36,0.0,2019-12-02
#11,0.0,2019-12-06
#16,0.0,2019-12-23
#5,91437.47,2020-01-02
#6,63249.64,2019-12-23
#6,0.0,2020-01-04
#6,0.0,2019-12-05
#4,-1351.41,2020-01-03
#4,0.0,2019-12-17
#4,0.0,2019-12-04
#4,0.0,2019-12-16
#5,0.0,2019-12-17
#5,0.0,2019-12-16
#5,0.0,2019-12-27
#3,0.0,2019-12-16
#3,-2759.72,2020-01-03
#20,0.0,2019-12-05
#1,0.0,2022-04-28
#1,692282.42,2022-04-29
#1,123419.35,2022-04-30
#12,172361.0,2019-12-13
#12,19062.0,2019-12-23
#13,0.0,2019-12-03
#12,0.0,2019-12-10
#12,0.0,2020-01-03
#12,0.0,2019-12-11
#12,0.0,2019-12-20
#8,0.0,2019-12-20
#8,-16630.0,2019-12-17
#8,0.0,2019-12-30
#8,0.0,2020-01-03
#8,0.0,2020-01-04
#8,0.0,2019-10-23
#20,0.0,2019-10-23
#36,0.0,2019-10-23
#11,0.0,2019-10-22
#11,220.0,2019-10-29
#11,0.0,2019-11-28
#16,83372.0,2019-10-23
#6,0.0,2019-10-04
#6,0.0,2019-10-17
#4,63662.35,2019-10-31
#4,0.0,2019-10-25
#4,0.0,2019-10-02
#4,0.0,2019-10-28
#4,0.0,2019-10-18
#5,0.0,2019-10-01
#5,0.0,2019-10-17
#3,0.0,2019-11-04
#13,0.0,2019-10-28
#12,0.0,2019-10-10
#14,-2851.45,2019-10-24
#12,0.0,2019-10-08
#12,0.0,2019-10-09
#14,4230.0,2019-10-29
#12,39177.75,2019-10-01
#8,2.27e-13,2019-10-02
#36,0.0,2019-10-02
#11,0.0,2019-07-24
#8,0.0,2019-07-03
#5,0.0,2019-11-05
#3,0.0,2019-10-03
#16,0.0,2022-01-07
#16,0.0,2022-01-05
#12,0.0,2022-01-03
#16,753.0,2021-02-19
#16,527.23,2021-02-24
#16,0.0,2020-02-07
#8,653360.98,2021-09-30
#9,0.0,2021-11-15
#11,388982.53,2021-11-19
#11,936127.12,2021-11-26
#11,0.0,2021-11-25
#11,0.0,2021-11-11
#6,0.0,2021-11-15
#4,0.0,2021-11-15
#4,118426.25,2021-11-26
#4,0.0,2021-11-05
#4,0.0,2021-11-25
#3,1848547.76,2021-11-19
#5,0.0,2021-11-22
#5,0.0,2021-11-24
#5,0.0,2021-11-10
#5,0.0,2021-11-11
#3,0.0,2021-11-04
#8,-1161.18,2021-11-02
#13,0.0,2021-11-22
#6,0.0,2021-11-08
#14,1762.2,2021-11-12
#8,146035.76,2021-11-26
#8,135446.15,2021-11-19
#8,0.0,2021-11-08
#8,113460.72,2021-11-23
#12,0.0,2021-11-05
#12,-1071.38,2021-11-03
#8,0.0,2020-12-15
#6,0.0,2020-12-17
#12,0.0,2020-12-14
#12,0.0,2020-12-03
#8,89004.53,2020-12-30
#8,0.0,2020-12-07
#5,0.0,2020-12-21
#8,0.0,2020-12-01
#5,0.0,2020-12-09
#5,0.0,2020-12-02
#36,0.0,2020-12-09
#3,-1675.72,2021-01-05
#5,0.0,2020-12-01
#16,0.0,2021-01-12
#16,0.0,2021-01-19
#16,10385.96,2021-01-07
#16,368.0,2021-01-18
#36,0.0,2021-01-25
#4,0.0,2021-01-14
#4,0.0,2021-01-12
#4,0.0,2021-01-22
#5,0.0,2021-01-21
#3,0.0,2021-01-20
#3,0.0,2021-01-29
#3,0.0,2021-01-09
#3,0.0,2021-01-24
#12,0.0,2021-01-06
#8,0.0,2021-01-28
#12,0.0,2021-01-13
#13,0.0,2021-01-26
#8,0.0,2021-01-08
#8,0.0,2021-01-07
#36,3950.1,2021-01-19
#3,2850479.34,2020-01-17
#36,0.0,2020-01-08
#4,20160.22,2020-01-17
#5,0.0,2020-01-14
#3,0.0,2020-01-06
#3,0.0,2020-01-21
#3,0.0,2020-01-07
#12,0.0,2020-01-29
#8,0.0,2020-01-22
#8,0.0,2020-01-30
#16,0.0,2020-06-11
#16,82380.26,2020-06-30
#16,36000.0,2020-06-22
#5,108929.81,2020-07-02
#11,1634336.0,2020-06-23
#11,0.0,2020-07-01
#3,2930995.09,2020-06-26
#6,0.0,2020-07-02
#6,0.0,2020-06-16
#6,0.0,2020-06-03
#4,31283.93,2020-06-11
#4,0.0,2020-06-22
#4,0.0,2020-06-16
#3,0.0,2020-06-15
#3,0.0,2020-06-10
#3,0.0,2020-06-18
#3,0.0,2020-06-05
#12,0.0,2020-06-17
#9,213.2,2020-06-19
#13,0.0,2020-06-18
#8,0.0,2020-06-25
#11,1820538.6,2020-09-28
#11,0.0,2020-10-01
#16,1840.0,2020-09-17
#16,32229.6,2020-09-28
#16,13835.0,2020-09-18
#5,0.0,2020-09-29
#4,180872.79,2020-09-11
#4,0.0,2020-09-26
#4,0.0,2020-09-03
#4,0.0,2020-09-08
#4,0.0,2020-09-29
#5,0.0,2020-09-26
#3,0.0,2020-09-15
#3,0.0,2020-09-10
#9,0.0,2020-09-21
#3,0.0,2020-09-27
#12,0.0,2020-09-21
#9,1718.35,2020-09-30
#13,0.0,2020-10-02
#12,0.0,2020-09-15
#13,0.0,2020-09-08
#8,0.0,2020-09-16
#6,0.0,2020-09-24
#8,0.0,2020-09-01
#36,0.0,2020-09-03
#16,0.0,2019-11-05
#16,4021.61,2019-11-06
#36,3339.0,2019-11-15
#8,0.0,2020-12-17
#36,0.0,2020-09-15
#14,0.0,2020-09-18
#14,0.0,2020-09-04
#11,0.0,2019-11-18
#11,0.0,2019-11-14
#11,0.0,2019-11-04
#11,0.0,2019-11-06
#6,0.0,2019-11-28
#4,0.0,2019-11-12
#4,0.0,2019-11-05
#4,0.0,2019-11-28
#4,0.0,2019-11-04
#3,3219017.73,2019-11-22
#3,2954923.63,2019-11-15
#3,0.0,2019-11-19
#3,0.0,2019-11-13
#20,149.0,2019-11-08
#13,20274.04,2019-11-15
#13,1082.82,2019-11-29
#9,0.0,2019-11-08
#8,150431.04,2019-11-08
#8,0.0,2019-11-21
#16,4310721.63,2018-12-18
#5,424501.92,2018-12-28
#5,0.0,2018-12-13
#5,0.0,2019-01-02
#11,0.0,2018-12-17
#11,0.0,2018-12-28
#5,1830948.52,2018-12-18
#6,234679.14,2018-12-21
#4,162088.48,2018-12-21
#4,32483.95,2018-12-18
#4,0.0,2018-12-13
#4,0.0,2018-12-07
#5,0.0,2018-12-08
#3,0.0,2018-12-20
#3,0.0,2018-12-12
#12,21484.0,2019-01-02
#12,0.0,2018-12-10
#12,0.0,2018-12-05
#8,0.0,2018-12-27
#8,21149.18,2018-12-28
#8,0.0,2018-12-06
#16,110167.0,2019-01-29
#5,-13269.63,2019-02-04
#36,0.0,2019-01-09
#6,294879.78,2019-01-31
#6,65246.45,2019-01-18
#6,0.0,2019-01-01
#5,0.0,2019-01-21
#3,91542.76000000001,2019-01-31
#3,1613535.11,2019-01-18
#3,0.0,2019-01-23
#3,0.0,2019-01-02
#12,0.0,2019-01-22
#12,0.0,2019-01-29
#20,0.0,2019-01-23
#12,0.0,2019-01-21
#8,0.0,2018-12-17
#8,0.0,2021-09-03
#8,0.0,2021-09-14
#16,0.0,2020-04-07
#16,6214.64,2020-04-22
#16,0.0,2020-04-21
#5,123419.35,2020-04-30
#6,393076.09,2020-04-28
#6,0.0,2020-04-24
#6,0.0,2020-04-21
#4,141904.19,2020-04-28
#4,0.0,2020-04-29
#4,0.0,2020-04-06
#5,0.0,2020-04-24
#5,0.0,2020-05-04
#3,2705938.26,2020-04-28
#3,0.0,2020-04-20
#3,-178.9,2020-05-05
#3,0.0,2020-05-06
#14,0.0,2020-04-29
#9,1851.85,2020-04-28
#12,0.0,2020-04-15
#12,3060.0,2020-04-10
#16,0.0,2020-08-13
#16,0.0,2019-09-05
#16,0.0,2019-09-09
#4,0.0,2019-09-19
#5,0.0,2019-09-17
#5,7972234.14,2019-09-13
#5,0.0,2019-09-11
#5,0.0,2019-09-24
#5,0.0,2019-09-05
#3,-2455.48,2019-09-03
#3,0.0,2019-09-05
#3,0.0,2019-09-25
#20,0.0,2019-09-18
#20,0.0,2019-09-20
#36,4520.44,2019-09-20
#12,0.0,2019-09-10
#12,49845.2,2019-09-13
#12,50455.0,2019-09-26
#12,0.0,2019-09-12
#14,5261.2,2019-09-26
#13,0.0,2019-09-27
#13,0.0,2019-09-05
#13,0.0,2019-10-02
#9,0.0,2019-09-12
#8,479851.81,2019-09-26
#8,479851.81,2019-09-30
#8,0.0,2019-09-09
#8,0.0,2019-09-19
#8,0.0,2019-09-02
#8,0.0,2019-10-03
#16,37906.1,2019-10-29
#3,-5029.88,2019-02-13
#3,1309867.49,2019-02-15
#5,0.0,2019-02-12
#3,0.0,2019-02-25
#5,0.0,2019-02-01
#12,0.0,2019-02-14
#9,0.0,2019-02-06
#13,3973.5,2019-02-08
#9,0.0,2019-02-12
#13,0.0,2019-02-01
#8,159233.89,2019-02-28
#8,0.0,2019-03-01
#8,0.0,2019-02-11
#8,0.0,2019-02-01
#5,0.0,2019-02-14
#5,3320171.97,2018-11-28
#5,0.0,2018-11-20
#3,0.0,2018-11-22
#3,0.0,2018-11-02
#12,0.0,2018-11-08
#12,1070.0,2018-11-30
#13,0.0,2018-11-15
#12,0.0,2018-11-12
#36,-369.28,2018-11-09
#9,1875.9,2018-11-23
#36,0.0,2018-11-01
#8,13965.87,2018-11-09
#36,12593.69,2018-11-16
#8,0.0,2018-11-22
#36,0.0,2018-11-14
#8,0.0,2018-11-01
#5,0.0,2018-11-27
#16,0.0,2021-05-25
#16,111100.0,2021-05-28
#16,678.26,2021-05-27
#36,7843.64,2021-05-13
#11,1336069.0,2021-05-31
#11,0.0,2021-05-12
#16,0.0,2021-05-17
#5,0.0,2021-05-29
#6,19665.0,2021-05-27
#6,0.0,2021-05-20
#4,129990.05,2021-05-13
#4,0.0,2021-05-07
#4,17778.31,2021-05-27
#4,0.0,2021-05-12
#3,0.0,2021-05-12
#3,0.0,2021-05-14
#3,0.0,2021-05-11
#3,0.0,2021-05-07
#12,134111.5,2021-05-31
#9,3800.0,2021-05-31
#12,0.0,2021-05-26
#12,0.0,2021-05-12
#12,0.0,2021-05-06
#12,0.0,2021-05-20
#8,0.0,2021-05-28
#8,0.0,2021-05-17
#16,0.0,2020-12-17
#16,28851.0,2020-12-10
#36,0.0,2020-12-08
#16,0.0,2020-12-03
#6,1023.53,2020-12-30
#6,302906.47,2020-12-28
#4,213740.47,2020-12-18
#4,0.0,2020-12-03
#4,0.0,2020-12-15
#4,1296.51,2020-12-30
#3,0.0,2020-12-29
#3,-11371.55,2020-12-17
#3,0.0,2020-12-13
#12,0.0,2020-12-02
#5,2460978.29,2020-08-14
#11,867830.0,2020-08-27
#11,0.0,2020-08-05
#16,0.0,2020-08-15
#5,0.0,2020-08-04
#6,0.0,2020-08-13
#4,56598.34,2020-08-31
#4,0.0,2020-08-25
#4,0.0,2020-08-17
#4,0.0,2020-08-03
#5,0.0,2020-08-07
#3,0.0,2020-08-10
#3,0.0,2020-08-20
#20,1865.0,2020-08-14
#20,0.0,2020-08-13
#12,3300.0,2020-08-14
#14,4232.0,2020-08-27
#13,0.0,2020-08-19
#12,0.0,2020-08-10
#12,0.0,2020-08-11
#8,0.0,2020-08-07
#8,336906.84,2020-08-27
#8,0.0,2020-08-29
#8,0.0,2020-08-04
#8,0.0,2020-08-12
#8,0.0,2020-08-23
#16,0.0,2019-07-30
#36,0.0,2019-09-03
#16,33070.0,2019-02-25
